sentence,ents_old,ents,entity
"A team of 
doctors had examined the bodies and had concluded 
that none of the Riddles had been poisoned, stabbed, 
shot, strangled, suffocated, or (as far as they could 
tell) harmed at all.",['Riddles'],['Riddles'],[]
"In fact (the report continued, in a 
tone of unmistakable bewilderment), the Riddles all 
appeared to be in perfect health — apart from the fact 
that they were all dead.",['Riddles'],['Riddles'],[]
"The doctors did note (as 
though determined to find something wrong with the 
bodies) that each of the Riddles had a look of terror 
upon his or her face — but as the frustrated police 
said, whoever heard of three people being frightened 
to death?",['Riddles'],['Riddles'],[]
"As there was no proof that the Riddles had been 
murdered at all, the police were forced to let Frank go.","['Riddles', 'Frank']","['Riddles', 'Frank']",['Frank Bryce']
"The Riddles were buried in the Little Hangleton 
churchyard, and their graves remained objects of 
curiosity for a while.","['Riddles', 'Little Hangleton']","['Riddles', 'Little Hangleton']",[]
"To everyone’s surprise, and amid 
a cloud of suspicion, Frank Bryce returned to his 
cottage on the grounds of the Riddle House.","['Frank Bryce', 'Riddle House']","['Frank Bryce', 'Riddle House']",['Frank Bryce']
"“ ’S far as I’m concerned, he killed them, and I don’t 
care what the police say,” said Dot in the Hanged 










Man.","['Dot', 'Hanged']","['Dot', 'Hanged']",['Dot']
"“And if he had any decency, he’d leave here, 
knowing as how we knows he did it.” 

But Frank did not leave.",['Frank'],['Frank'],['Frank Bryce']
"He stayed to tend the garden 
for the next family who lived in the Riddle House, and 
then the next — for neither family stayed long.",['Riddle House'],['Riddle House'],[]
"Perhaps it was partly because of Frank that the new 
owners said there was a nasty feeling about the place, 
which, in the absence of inhabitants, started to fall 
into disrepair.",['Frank'],['Frank'],['Frank Bryce']
"The wealthy man who owned the Riddle House these 
days neither lived there nor put it to any use; they 
said in the village that he kept it for “tax reasons,” 
though nobody was very clear what these might be.",['Riddle House'],['Riddle House'],[]
"The wealthy owner continued to pay Frank to do the 
gardening, however.",['Frank'],['Frank'],['Frank Bryce']
"Frank was nearing his seventy- 
seventh birthday now, very deaf, his bad leg stiffer 
than ever, but could be seen pottering around the 
flower beds in fine weather, even though the weeds 
were starting to creep up on him, try as he might to 
suppress them.",['Frank'],['Frank'],['Frank Bryce']
"Weeds were not the only things Frank had to contend 
with either.",['Frank'],['Frank'],['Frank Bryce']
"Boys from the village made a habit of 
throwing stones through the windows of the Riddle 
House.",['Riddle House'],['Riddle House'],[]
"They rode their bicycles over the lawns Frank 
worked so hard to keep smooth.",['Frank'],['Frank'],['Frank Bryce']
"Once or twice, they 
broke into the old house for a dare.",[],[],[]
"They knew that 
old Frank’s devotion to the house and grounds 
amounted almost to an obsession, and it amused 
them to see him limping across the garden, 
brandishing his stick and yelling croakily at them.",['Frank'],['Frank'],['Frank Bryce']
"Frank, for his part, believed the boys tormented him 
because they, like their parents and grandparents, 
thought him a murderer.",['Frank'],['Frank'],['Frank Bryce']
"So when Frank awoke one 
night in August and saw something very odd up at 
the old house, he merely assumed that the boys had 
gone one step further in their attempts to punish him.","['Frank', 'August']","['Frank', 'August']",['Frank Bryce']
"It was Frank’s bad leg that woke him; it was paining 
him worse than ever in his old age.",['Frank'],['Frank'],['Frank Bryce']
"He got up and 
limped downstairs into the kitchen with the idea of 
refilling his hot-water bottle to ease the stiffness in 
his knee.",[],[],[]
"Standing at the sink, filling the kettle, he 
looked up at the Riddle House and saw lights 
glimmering in its upper windows.",['Riddle House'],['Riddle House'],[]
"Frank knew at once 
what was going on.",['Frank'],['Frank'],['Frank Bryce']
"The boys had broken into the 
house again, and judging by the flickering quality of 
the light, they had started a fire.",[],[],[]
"Frank had no telephone, and in any case, he had 
deeply mistrusted the police ever since they had 
taken him in for questioning about the Riddles’ 
deaths.","['Frank', 'Riddles']","['Frank', 'Riddles']",['Frank Bryce']
"He put down the kettle at once, hurried back 
upstairs as fast as his bad leg would allow, and was 
soon back in his kitchen, fully dressed and removing 
a rusty old key from its hook by the door.",[],[],[]
"He picked 
up his walking stick, which was propped against the 
wall, and set off into the night.",[],[],[]
"The front door of the Riddle House bore no sign of 
being forced, nor did any of the windows.",['Riddle House'],['Riddle House'],[]
"Frank 
limped around to the back of the house until he 
reached a door almost completely hidden by ivy, took 
out the old key, put it into the lock, and opened the 
door noiselessly.",['Frank'],['Frank'],['Frank Bryce']
He let himself into the cavernous kitchen.,[],[],[]
"Frank had 
not entered it for many years; nevertheless, although 
it was very dark, he remembered where the door into 
the hall was, and he groped his way toward it, his 
nostrils full of the smell of decay, ears pricked for any 
sound of footsteps or voices from overhead.",['Frank'],['Frank'],['Frank Bryce']
"He 
reached the hall, which was a little lighter owing to 
the large mullioned windows on either side of the 
front door, and started to climb the stairs, blessing 
the dust that lay thick upon the stone, because it 
muffled the sound of his feet and stick.",[],[],[]
"On the landing, Frank turned right, and saw at once 
where the intruders were: At the very end of the 
passage a door stood ajar, and a flickering light shone 
through the gap, casting a long sliver of gold across 
the black floor.",['Frank'],['Frank'],['Frank Bryce']
"Frank edged closer and closer, 
grasping his walking stick firmly.",['Frank'],['Frank'],['Frank Bryce']
"Several feet from 
the entrance, he was able to see a narrow slice of the 
room beyond.",[],[],[]
"The fire, he now saw, had been lit in the grate.",[],[],[]
"This 
surprised him.",[],[],[]
"Then he stopped moving and listened 
intently, for a man’s voice spoke within the room; it 
sounded timid and fearful.",[],[],[]
"“There is a little more in the bottle, My Lord, if you 
are still hungry.” 

“Later,” said a second voice.",['My Lord'],['My Lord'],[]
"This too belonged to a 
man — but it was strangely high-pitched, and cold as 
a sudden blast of icy wind.",[],[],[]
"Something about that 
voice made the sparse hairs on the back of Frank’s 
neck stand up.",['Frank'],['Frank'],['Frank Bryce']
"“Move me closer to the fire, Wormtail.” 

Frank turned his right ear toward the door, the better 
to hear.",['Frank'],['Frank'],['Frank Bryce']
"There came the clink of a bottle being put 
down upon some hard surface, and then the dull 
scraping noise of a heavy chair being dragged across 
the floor.",[],[],[]
"Frank caught a glimpse of a small man, his 
back to the door, pushing the chair into place.",['Frank'],['Frank'],['Frank Bryce']
"He was 
wearing a long black cloak, and there was a bald 
patch at the back of his head.",[],[],[]
"Then he went out of 
sight again.",[],[],[]
“Where is Nagini?” said the cold voice.,['Nagini'],['Nagini'],['Nagini']
"“I — I don’t know, My Lord,” said the first voice 
nervously.",['My Lord'],['My Lord'],[]
"“She set out to explore the house, I think.",[],[],[]
"“You will milk her before we retire, Wormtail,” said 
the second voice.",['Wormtail'],['Wormtail'],[]
“I will need feeding in the night.,[],[],[]
"The 
journey has tired me greatly.” 

Brow furrowed, Frank inclined his good ear still closer 
to the door, listening very hard.","['Brow', 'Frank']","['Brow', 'Frank']",['Frank Bryce']
"There was a pause, 
and then the man called Wormtail spoke again.",['Wormtail'],['Wormtail'],[]
"“My Lord, may I ask how long we are going to stay 
here?” 

“A week,” said the cold voice.",[],[],[]
“Perhaps longer.,[],[],[]
"The 
place is moderately comfortable, and the plan cannot 
proceed yet.",[],[],[]
"It would be foolish to act before the 
Quidditch World Cup is over.” 

Frank inserted a gnarled finger into his ear and 
rotated it.","['Quidditch', 'Frank']","['Quidditch', 'Frank']",['Frank Bryce']
"Owing, no doubt, to a buildup of earwax, 
he had heard the word “Quidditch,” which was not a 
word at all.",['Owing'],['Owing'],[]
"“The — the Quidditch World Cup, My Lord?” said 
Wormtail.","['Quidditch', 'My Lord', 'Wormtail']","['Quidditch', 'My Lord', 'Wormtail']",[]
"(Frank dug his finger still more vigorously 
into his ear.)",['Frank'],['Frank'],['Frank Bryce']
"“Forgive me, but — I do not understand 
— why should we wait until the World Cup is over?” 

“Because, fool, at this very moment wizards are 
pouring into the country from all over the world, and 
every meddler from the Ministry of Magic will be on 
duty, on the watch for signs of unusual activity, 
checking and double-checking identities.","['Ministry', 'Magic']","['Ministry', 'Magic']",[]
"They will be 
obsessed with security, lest the Muggles notice 
anything.",['Muggles'],['Muggles'],[]
"So we wait.” 

Frank stopped trying to clear out his ear.",['Frank'],['Frank'],['Frank Bryce']
"He had 
distinctly heard the words “Ministry of Magic,” 
“wizards,” and “Muggles.” Plainly, each of these 
expressions meant something secret, and Frank could 
think of only two sorts of people who would speak in 




code: spies and criminals.","['Magic', 'Frank']","['Magic', 'Frank']",['Frank Bryce']
"Frank tightened his hold 
on his walking stick once more, and listened more 
closely still.",['Frank'],['Frank'],['Frank Bryce']
"“Your Lordship is still determined, then?” Wormtail 
said quietly.",['Wormtail'],['Wormtail'],[]
"“Certainly I am determined, Wormtail.” There was a 
note of menace in the cold voice now.",[],[],[]
"A slight pause followed — and then Wormtail spoke, 
the words tumbling from him in a rush, as though he 
was forcing himself to say this before he lost his 
nerve.",['Wormtail'],['Wormtail'],[]
"“It could be done without Harry Potter, My Lord.” 

Another pause, more protracted, and then — 

“Without Harry Potter?” breathed the second voice 
softly.","['Harry Potter', 'My']","['Harry Potter', 'My']",['Harry Potter']
"“I see ...” 

“My Lord, I do not say this out of concern for the boy!” 
said Wormtail, his voice rising squeakily.",['Wormtail'],['Wormtail'],[]
"“The boy is 
nothing to me, nothing at all!",[],[],[]
"It is merely that if we 
were to use another witch or wizard — any wizard — 
the thing could be done so much more quickly!",[],[],[]
"If you 
allowed me to leave you for a short while — you know 
that I can disguise myself most effectively — I could 
be back here in as little as two days with a suitable 
person — ” 

“I could use another wizard,” said the cold voice 
softly, “that is true.",[],[],[]
"...” 

“My Lord, it makes sense,” said Wormtail, sounding 
thoroughly relieved now.",['Wormtail'],['Wormtail'],[]
"“Laying hands on Harry 
Potter would be so difficult, he is so well protected — ” 










“And so you volunteer to go and fetch me a 
substitute?",['Harry Potter'],['Harry Potter'],['Harry Potter']
I wonder .,[],[],[]
.,[],[],[]
.,[],[],[]
"perhaps the task of nursing 
me has become wearisome for you, “Wormtail?",['Wormtail'],['Wormtail'],[]
"Could 
this suggestion of abandoning the plan be nothing 
more than an attempt to desert me?” 

“My Lord!",[],[],[]
"I — I have no wish to leave you, none at all 



“Do not lie to me!” hissed the second voice.",[],[],[]
"“I can 
always tell, Wormtail!",['Wormtail'],['Wormtail'],[]
"You are regretting that you ever 
returned to me.",[],[],[]
I revolt you.,[],[],[]
"I see you flinch when you 
look at me, feel you shudder when you touch me.",[],[],[]
"...” 

“No!",[],[],[]
"My devotion to Your Lordship — ” 

“Your devotion is nothing more than cowardice.",['Lordship'],['Lordship'],[]
"You 
would not be here if you had anywhere else to go.",[],[],[]
"How am I to survive without you, when I need feeding 
every few hours?",[],[],[]
"Who is to milk Nagini?” 

“But you seem so much stronger, My Lord — ” 

“Liar,” breathed the second voice.","['Nagini', 'My Lord']","['Nagini', 'My Lord']",['Nagini']
"“I am no stronger, 
and a few days alone would be enough to rob me of 
the little health I have regained under your clumsy 
care.",[],[],[]
"Silencel” 

Wormtail, who had been sputtering incoherently, fell 
silent at once.",['Silencel'],['Silencel'],[]
"For a few seconds, Frank could hear 
nothing but the fire crackling.",['Frank'],['Frank'],['Frank Bryce']
"Then the second man 
spoke once more, in a whisper that was almost a hiss.",[],[],[]
"“I have my reasons for using the boy, as I have 
already explained to you, and I will use no other.",[],[],[]
"I 
have waited thirteen years.",[],[],[]
"A few more months will 
make no difference.",[],[],[]
"As for the protection surrounding 
the boy, I believe my plan will be effective.",[],[],[]
"All that is 
needed is a little courage from you, Wormtail — 





courage you will find, unless you wish to feel the full 
extent of Lord Voldemort’s wrath — ” 

“My Lord, I must speak!” said Wormtail, panic in his 
voice now.","['Wormtail', 'Lord Voldemort']","['Wormtail', 'Lord Voldemort']",['Lord Voldemort']
"“All through our journey I have gone over 
the plan in my head — My Lord, Bertha Jorkins’s 
disappearance will not go unnoticed for long, and if 
we proceed, if I murder — ” 

“IP” whispered the second voice.",['Bertha Jorkins'],['Bertha Jorkins'],['Bertha Jorkins']
“If?,[],[],[]
"If you follow the 
plan, Wormtail, the Ministry need never know that 
anyone else has died.","['Wormtail', 'Ministry']","['Wormtail', 'Ministry']",[]
"You will do it quietly and 
without fuss; I only wish that I could do it myself, but 
in my present condition ... Come, Wormtail, one more 
death and our path to Harry Potter is clear.","['Wormtail', 'Harry Potter']","['Wormtail', 'Harry Potter']",['Harry Potter']
"I am not 
asking you to do it alone.",[],[],[]
"By that time, my faithful 
servant will have rejoined us — ” 

“I am a faithful servant,” said Wormtail, the merest 
trace of sullenness in his voice.",['Wormtail'],['Wormtail'],[]
"“Wormtail, I need somebody with brains, somebody 
whose loyalty has never wavered, and you, 
unfortunately, fulfill neither requirement.” 

“I found you,” said Wormtail, and there was definitely 
a sulky edge to his voice now.",['Wormtail'],['Wormtail'],[]
"“I was the one who 
found you.",[],[],[]
"I brought you Bertha Jorkins.” 

“That is true,” said the second man, sounding 
amused.",['Bertha'],['Bertha'],['Bertha Jorkins']
"“A stroke of brilliance I would not have 
thought possible from you, Wormtail — though, if 
truth be told, you were not aware how useful she 
would be when you caught her, were you?” 

“I — I thought she might be useful, My Lord — ” 

“Liar,” said the second voice again, the cruel 
amusement more pronounced than ever.","['Wormtail', 'My Lord']","['Wormtail', 'My Lord']",[]
"“However, I 





do not deny that her information was invaluable.",[],[],[]
"Without it, I could never have formed our plan, and 
for that, you will have your reward, Wormtail.",['Wormtail'],['Wormtail'],[]
"I will 
allow you to perform an essential task for me, one 
that many of my followers would give their right 
hands to perform.",[],[],[]
"...” 

“R-really, My Lord?",['My Lord'],['My Lord'],[]
"What — ?” Wormtail sounded 
terrified again.",['Wormtail'],['Wormtail'],[]
"“Ah, Wormtail, you don’t want me to spoil the 
surprise?",['Wormtail'],['Wormtail'],[]
"Your part will come at the very end ... but I 
promise you, you will have the honor of being just as 
useful as Bertha Jorkins.” 

“You ... you ...” Wormtail’s voice suddenly sounded 
hoarse, as though his mouth had gone very dry.","['Bertha', 'Wormtail']","['Bertha', 'Wormtail']",['Bertha Jorkins']
"“You 
.",[],[],[]
.,[],[],[]
.,[],[],[]
"are going ... to kill me too?” 

“Wormtail, Wormtail,” said the cold voice silkily, “why 
would I kill you?",['Wormtail'],['Wormtail'],[]
I killed Bertha because I had to.,['Bertha'],['Bertha'],['Bertha Jorkins']
"She 
was fit for nothing after my questioning, quite 
useless.",[],[],[]
"In any case, awkward questions would have 
been asked if she had gone back to the Ministry with 
the news that she had met you on her holidays.",['Ministry'],['Ministry'],[]
"Wizards who are supposed to be dead would do well 
not to run into Ministry of Magic witches at wayside 
inns.","['Ministry', 'Magic']","['Ministry', 'Magic']",[]
"...” 

Wormtail muttered something so quietly that Frank 
could not hear it, but it made the second man laugh 
— an entirely mirthless laugh, cold as his speech.","['Wormtail', 'Frank']","['Wormtail', 'Frank']",['Frank Bryce']
“We could have modified her memory?,[],[],[]
"But Memory 
Charms can be broken by a powerful wizard, as I 
proved when I questioned her.",['Memory Charms'],['Memory Charms'],[]
"It would be an insult to 
her memory not to use the information I extracted 
from her, Wormtail.” 










Out in the corridor, Frank suddenly became aware 
that the hand gripping his walking stick was slippery 
with sweat.",['Frank'],['Frank'],['Frank Bryce']
"The man with the cold voice had killed a 
woman.",[],[],[]
"He was talking about it without any kind of 
remorse — with amusement.",[],[],[]
"He was dangerous — a 
madman.",[],[],[]
"And he was planning more murders — this 
boy, Harry Potter, whoever he was — was in danger — 

Frank knew what he must do.","['Harry Potter', 'Frank']","['Harry Potter', 'Frank']","['Harry Potter', 'Frank Bryce']"
"Now, if ever, was the 
time to go to the police.",[],[],[]
"He would creep out of the 
house and head straight for the telephone box in the 
village .",[],[],[]
.,[],[],[]
.,[],[],[]
"but the cold voice was speaking again, and 
Frank remained where he was, frozen to the spot, 
listening with all his might.",['Frank'],['Frank'],['Frank Bryce']
“One more murder .,[],[],[]
.,[],[],[]
.,[],[],[]
"my faithful servant at Hogwarts 
... Harry Potter is as good as mine, Wormtail.","['Hogwarts', 'Harry Potter', 'Wormtail']","['Hogwarts', 'Harry Potter', 'Wormtail']",['Harry Potter']
"It is 
decided.",[],[],[]
There will be no more argument.,[],[],[]
But quiet ...,[],[],[]
I think I hear Nagini.,['Nagini'],['Nagini'],['Nagini']
"...” 

And the second man’s voice changed.",[],[],[]
"He started 
making noises such as Frank had never heard before; 
he was hissing and spitting without drawing breath.",['Frank'],['Frank'],['Frank Bryce']
"Frank thought he must be having some sort of fit or 
seizure.",['Frank'],['Frank'],['Frank Bryce']
"And then Frank heard movement behind him in the 
dark passageway.",['Frank'],['Frank'],['Frank Bryce']
"He turned to look, and found 
himself paralyzed with fright.",[],[],[]
"Something was slithering toward him along the dark 
corridor floor, and as it drew nearer to the sliver of 
firelight, he realized with a thrill of terror that it was a 
gigantic snake, at least twelve feet long.",[],[],[]
"Horrified, 
transfixed, Frank stared as its undulating body cut a 
wide, curving track through the thick dust on the 
floor, coming closer and closer — What was he to do?","['Horrified', 'Frank']","['Horrified', 'Frank']",['Frank Bryce']
"The only means of escape was into the room where 










two men sat plotting murder, yet if he stayed where 
he was the snake would surely kill him — 

But before he had made his decision, the snake was 
level with him, and then, incredibly, miraculously, it 
was passing; it was following the spitting, hissing 
noises made by the cold voice beyond the door, and in 
seconds, the tip of its diamond-patterned tail had 
vanished through the gap.",[],[],[]
"There was sweat on Frank’s forehead now, and the 
hand on the walking stick was trembling.",['Frank'],['Frank'],['Frank Bryce']
"Inside the 
room, the cold voice was continuing to hiss, and 
Frank was visited by a strange idea, an impossible 
idea.",['Frank'],['Frank'],['Frank Bryce']
.,[],[],[]
.,[],[],[]
.,[],[],[]
This man could talk to snakes.,[],[],[]
Frank didn’t understand what was going on.,['Frank'],['Frank'],['Frank Bryce']
"He 
wanted more than anything to be back in his bed with 
his hot-water bottle.",[],[],[]
"The problem was that his legs 
didn’t seem to want to move.",[],[],[]
"As he stood there 
shaking and trying to master himself, the cold voice 
switched abruptly to English again.",[],[],[]
"“Nagini has interesting news, Wormtail,” it said.","['Nagini', 'Wormtail']","['Nagini', 'Wormtail']",['Nagini']
"“In-indeed, My Lord?” said Wormtail.","['My Lord', 'Wormtail']","['My Lord', 'Wormtail']",[]
"“Indeed, yes,” said the voice.",[],[],[]
"“According to Nagini, 
there is an old Muggle standing right outside this 
room, listening to every word we say.” 

Frank didn’t have a chance to hide himself.","['Nagini', 'Frank']","['Nagini', 'Frank']","['Nagini', 'Frank Bryce']"
"There 
were footsteps, and then the door of the room was 
flung wide open.",[],[],[]
"A short, balding man with graying hair, a pointed 
nose, and small, watery eyes stood before Frank, a 
mixture of fear and alarm in his face.",['Frank'],['Frank'],['Frank Bryce']
"“Invite him inside, Wormtail.",['Wormtail'],['Wormtail'],[]
"Where are your 
manners?” 

The cold voice was coming from the ancient armchair 
before the fire, but Frank couldn’t see the speaker.",['Frank'],['Frank'],['Frank Bryce']
"The snake, on the other hand, was curled up on the 
rotting hearth rug, like some horrible travesty of a pet 
dog.",[],[],[]
Wormtail beckoned Frank into the room.,"['Wormtail', 'Frank']","['Wormtail', 'Frank']",['Frank Bryce']
"Though still 
deeply shaken, Frank took a firmer grip upon his 
walking stick and limped over the threshold.",['Frank'],['Frank'],['Frank Bryce']
"The fire was the only source of light in the room; it 
cast long, spidery shadows upon the walls.",[],[],[]
"Frank 
stared at the back of the armchair; the man inside it 
seemed to be even smaller than his servant, for Frank 
couldn’t even see the back of his head.",['Frank'],['Frank'],['Frank Bryce']
"“You heard everything, Muggle?” said the cold voice.",['Muggle'],['Muggle'],[]
"“What’s that you’re calling me?” said Frank defiantly, 
for now that he was inside the room, now that the 
time had come for some sort of action, he felt braver; 
it had always been so in the war.",['Frank'],['Frank'],['Frank Bryce']
"“I am calling you a Muggle,” said the voice coolly.",['Muggle'],['Muggle'],[]
"“It 
means that you are not a wizard.” 

“I don’t know what you mean by wizard,” said Frank, 
his voice growing steadier.",['Frank'],['Frank'],['Frank Bryce']
"“All I know is I’ve heard 
enough to interest the police tonight, I have.",[],[],[]
"You’ve 
done murder and you’re planning more!",[],[],[]
"And I’ll tell 
you this too,” he added, on a sudden inspiration, “my 
wife knows I’m up here, and if I don’t come back — ” 

“You have no wife,” said the cold voice, very quietly.",[],[],[]
“Nobody knows you are here.,[],[],[]
"You told nobody that 










you were coming.",[],[],[]
"Do not lie to Lord Voldemort, 
Muggle, for he knows ... he always knows.","['Lord Voldemort', 'Muggle']","['Lord Voldemort', 'Muggle']",['Lord Voldemort']
"...” 

“Is that right?” said Frank roughly.",['Frank'],['Frank'],['Frank Bryce']
"“Lord, is it?",['Lord'],['Lord'],['Lord Voldemort']
"Well, I 
don’t think much of your manners, My Lord.",['My Lord'],['My Lord'],[]
"Turn 
’round and face me like a man, why don’t you?” 

“But I am not a man, Muggle,” said the cold voice, 
barely audible now over the crackling of the flames.","['Turn', 'Muggle']","['Turn', 'Muggle']",[]
"“I 
am much, much more than a man.",[],[],[]
"However ... why 
not?",[],[],[]
I will face you.,[],[],[]
"... Wormtail, come turn my chair 
around.” 

The servant gave a whimper.",[],[],[]
"“You heard me, Wormtail.” 

Slowly, with his face screwed up, as though he would 
rather have done anything than approach his master 
and the hearth rug where the snake lay, the small 
man walked forward and began to turn the chair.",[],[],[]
"The 
snake lifted its ugly triangular head and hissed 
slightly as the legs of the chair snagged on its rug.",[],[],[]
"And then the chair was facing Frank, and he saw 
what was sitting in it.",['Frank'],['Frank'],['Frank Bryce']
"His walking stick fell to the 
floor with a clatter.",[],[],[]
"He opened his mouth and let out 
a scream.",[],[],[]
"He was screaming so loudly that he never 
heard the words the thing in the chair spoke as it 
raised a wand.",[],[],[]
"There was a flash of green light, a 
rushing sound, and Frank Bryce crumpled.",['Frank Bryce'],['Frank Bryce'],['Frank Bryce']
"He was 
dead before he hit the floor.",[],[],[]
"Two hundred miles away, the boy called Harry Potter 
woke with a start.",['Harry Potter'],['Harry Potter'],['Harry Potter']
"THE SCAR 

Harry lay flat on his back, breathing hard as though 
he had been running.",['SCAR Harry'],['SCAR Harry'],[]
"He had awoken from a vivid 
dream with his hands pressed over his face.",[],[],[]
"The old 
scar on his forehead, which was shaped like a bolt of 
lightning, was burning beneath his fingers as though 
someone had just pressed a white-hot wire to his 
skin.",[],[],[]
"He sat up, one hand still on his scar, the other 
reaching out in the darkness for his glasses, which 
were on the bedside table.",[],[],[]
"He put them on and his 
bedroom came into clearer focus, lit by a faint, misty 
orange light that was filtering through the curtains 
from the street lamp outside the window.",[],[],[]
Harry ran his fingers over the scar again.,['Harry'],['Harry'],['Harry Potter']
"It was still 
painful.",[],[],[]
"He turned on the lamp beside him, scrambled 
out of bed, crossed the room, opened his wardrobe, 
and peered into the mirror on the inside of the door.",[],[],[]
"A 
skinny boy of fourteen looked back at him, his bright 
green eyes puzzled under his untidy black hair.",[],[],[]
"He 









examined the lightning-bolt scar of his reflection more 
closely.",[],[],[]
"It looked normal, but it was still stinging.",[],[],[]
