sentence,ents_old,ents,entity
"“I assure you, Yaxley, the Auror Office 
will play no further part in the protection of Harry 
Potter.","['Yaxley', 'Auror Office', 'Harry Potter']","['Yaxley', 'Auror Office', 'Harry Potter']","['Corban Yaxley', 'Harry Potter']"
"The Order believes that we have infiltrated the 
Ministry.” 

“The Order’s got one thing right, then, eh?” said a 
squat man sitting a short distance from Yaxley; he 
gave a wheezy giggle that was echoed here and there 
along the table.","['Order', 'Order Yaxley']","['Order', 'Order Yaxley']",[]
Voldemort did not laugh.,['Voldemort'],['Voldemort'],['Lord Voldemort']
"His gaze had wandered 
upward to the body revolving slowly overhead, and he 
seemed to be lost in thought.",[],[],[]
"“My Lord,” Yaxley went on, “Dawlish believes an 
entire party of Aurors will be used to transfer the boy 



Voldemort held up a large white hand, and Yaxley 
subsided at once, watching resentfully as Voldemort 
turned back to Snape.","['Yaxley', 'Dawlish', 'Voldemort', 'Yaxley Voldemort', 'Snape']","['Yaxley', 'Dawlish', 'Voldemort', 'Yaxley Voldemort', 'Snape']","['Corban Yaxley', 'John Dawlish', 'Lord Voldemort', 'Severus Snape']"
"“Where are they going to hide the boy next?” 

“At the home of one of the Order,” said Snape.","['Order', 'Snape']","['Order', 'Snape']",['Severus Snape']
"“The 
place, according to the source, has been given every 
protection that the Order and Ministry together could 
provide.","['Order', 'Ministry']","['Order', 'Ministry']",[]
"I think that there is little chance of taking 
him once he is there, my Lord, unless, of course, the 
Ministry has fallen before next Saturday, which might 
give us the opportunity to discover and undo enough 
of the enchantments to break through the rest.” 

“Well, Yaxley?” Voldemort called down the table, the 
firelight glinting strangely in his red eyes.","['Ministry', 'Yaxley', 'Voldemort']","['Ministry', 'Yaxley', 'Voldemort']","['Corban Yaxley', 'Lord Voldemort']"
"“Will the 
Ministry have fallen by next Saturday?” 










Once again, all heads turned.",['Ministry'],['Ministry'],[]
"Yaxley squared his 
shoulders.",['Yaxley'],['Yaxley'],['Corban Yaxley']
"“My Lord, I have good news on that score.",[],[],[]
"I have — 
with difficulty, and after great effort — suceeded in 
placing an Imperius Curse upon Pius Thicknesse.” 

Many of those sitting around Yaxley looked 
impressed; his neighbor, Dolohov, a man with a long, 
twisted face, clapped him on the back.","['Imperius Curse', 'Pius', 'Yaxley', 'Dolohov']","['Imperius Curse', 'Pius', 'Yaxley', 'Dolohov']","['Pius Thicknesse', 'Corban Yaxley', 'Antonin Dolohov']"
"“It is a start,” said Voldemort.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"“But Thicknesse is only 
one man.",['Thicknesse'],['Thicknesse'],['Pius Thicknesse']
"Scrimgeour must be surrounded by our 
people before I act.",['Scrimgeour'],['Scrimgeour'],['Rufus Scrimgeour']
"One failed attempt on the 
Minister’s life will set me back a long way.” 

“Yes — my Lord, that is true — but you know, as 
Head of the Department of Magical Law Enforcement, 
Thicknesse has regular contact not only with the 
Minister himself, but also with the Heads of all the 
other Ministry departments.","['Head', 'Department', 'Magical Law Enforcement', 'Thicknesse', 'Ministry']","['Head', 'Department', 'Magical Law Enforcement', 'Thicknesse', 'Ministry']",['Pius Thicknesse']
"It will, I think, be easy 
now that we have such a high-ranking official under 
our control, to subjugate the others, and then they 
can all work together to bring Scrimgeour down.” 

“As long as our friend Thicknesse is not discovered 
before he has converted the rest,” said Voldemort.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"“At 
any rate, it remains unlikely that the Ministry will be 
mine before next Saturday.",['Ministry'],['Ministry'],[]
"If we cannot touch the 
boy at his destination, then it must be done while he 
travels.” 

“We are at an advantage there, my Lord,” said Yaxley, 
who seemed determined to receive some portion of 
approval.",['Yaxley'],['Yaxley'],['Corban Yaxley']
"“We now have several people planted within 
the Department of Magical Transport.","['Department', 'Magical Transport']","['Department', 'Magical Transport']",[]
"If Potter 
Apparates or uses the Floo Network, we shall know 
immediately.” 










“He will not do either,” said Snape.","['Potter Apparates', 'Floo Network', 'Snape']","['Potter Apparates', 'Floo Network', 'Snape']",['Severus Snape']
"“The Order is 
eschewing any form of transport that is controlled or 
regulated by the Ministry; they mistrust everything to 
do with the place.” 

“All the better,” said Voldemort.","['Order', 'Ministry', 'Voldemort']","['Order', 'Ministry', 'Voldemort']",['Lord Voldemort']
"“He will have to move 
in the open.",[],[],[]
"Easier to take, by far.” 

Again, Voldemort looked up at the slowly revolving 
body as he went on, “I shall attend to the boy in 
person.","['Again', 'Voldemort']","['Again', 'Voldemort']",['Lord Voldemort']
"There have been too many mistakes where 
Harry Potter is concerned.",['Harry Potter'],['Harry Potter'],['Harry Potter']
"Some of them have been 
my own.",[],[],[]
"That Potter lives is due more to my errors 
than to his triumphs.” 

The company around the table watched Voldemort 
apprehensively, each of them, by his or her 
expression, afraid that they might be blamed for 
Harry Potter’s continued existence.","['Voldemort', 'Harry Potter']","['Voldemort', 'Harry Potter']","['Lord Voldemort', 'Harry Potter']"
"Voldemort, 
however, seemed to be speaking more to himself than 
to any of them, still addressing the unconscious body 
above him.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"“I have been careless, and so have been thwarted by 
luck and chance, those wreckers of all but the best- 
laid plans.",[],[],[]
But I know better now.,[],[],[]
"I understand those 
things that I did not understand before.",[],[],[]
"I must be the 
one to kill Harry Potter, and I shall be.” 

At these words, seemingly in response to them, a 
sudden wail sounded, a terrible, drawn-out cry of 
misery and pain.",['Harry Potter'],['Harry Potter'],['Harry Potter']
"Many of those at the table looked 
downward, startled, for the sound had seemed to 
issue from below their feet.",[],[],[]
"“Wormtail,” said Voldemort, with no change in his 
quiet, thoughtful tone, and without removing his eyes 
from the revolving body above, “have I not spoken to 
you about keeping our prisoner quiet?” 





“Yes, m-my Lord,” gasped a small man halfway down 
the table, who had been sitting so low in his chair 
that it had appeared, at first glance, to be 
unoccupied.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"Now he scrambled from his seat and 
scurried from the room, leaving nothing behind him 
but a curious gleam of silver.",[],[],[]
"“As I was saying,” continued Voldemort, looking again 
at the tense faces of his followers, “I understand 
better now.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"I shall need, for instance, to borrow a 
wand from one of you before I go to kill Potter.” 

The faces around him displayed nothing but shock; 
he might have announced that he wanted to borrow 
one of their arms.",[],[],[]
“No volunteers?” said Voldemort.,['Voldemort'],['Voldemort'],['Lord Voldemort']
"“Let’s see ... Lucius, 
I see no reason for you to have a wand anymore.” 

Lucius Malfoy looked up.","['Lucius', 'Lucius Malfoy']","['Lucius', 'Lucius Malfoy']","['Lucius Malfoy', 'Lucius Malfoy']"
"His skin appeared yellowish 
and waxy in the firelight, and his eyes were sunken 
and shadowed.",[],[],[]
"When he spoke, his voice was hoarse.",[],[],[]
"“My Lord?” 

“Your wand, Lucius.",['Lucius'],['Lucius'],['Lucius Malfoy']
"I require your wand.” 



Malfoy glanced sideways at his wife.",['Malfoy'],['Malfoy'],['Lucius Malfoy']
"She was staring 
straight ahead, quite as pale as he was, her long 
blonde hair hanging down her back, but beneath the 
table her slim fingers closed briefly on his wrist.",[],[],[]
"At 
her touch, Malfoy put his hand into his robes, 
withdrew a wand, and passed it along to Voldemort, 
who held it up in front of his red eyes, examining it 
closely.","['Malfoy', 'Voldemort']","['Malfoy', 'Voldemort']","['Lucius Malfoy', 'Lord Voldemort']"
"“What is it?” 





“Elm, my Lord,” whispered Malfoy.",['Malfoy'],['Malfoy'],['Lucius Malfoy']
"“And the core?” 

“Dragon — dragon heartstring.” 

“Good,” said Voldemort.","['Dragon', 'Voldemort']","['Dragon', 'Voldemort']",['Lord Voldemort']
"He drew out his own wand 
and compared the lengths.",[],[],[]
"Lucius Malfoy made an 
involuntary movement; for a fraction of a second, it 
seemed he expected to receive Voldemort’s wand in 
exchange for his own.","['Lucius Malfoy', 'Voldemort']","['Lucius Malfoy', 'Voldemort']","['Lucius Malfoy', 'Lord Voldemort']"
"The gesture was not missed by 
Voldemort, whose eyes widened maliciously.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"“Give you my wand, Lucius?",['Lucius'],['Lucius'],['Lucius Malfoy']
"My wand?” 

Some of the throng sniggered.",[],[],[]
"“I have given you your liberty, Lucius, is that not 
enough for you?",['Lucius'],['Lucius'],['Lucius Malfoy']
"But I have noticed that you and your 
family seem less than happy of late.",[],[],[]
"... What is it 
about my presence in your home that displeases you, 
Lucius?” 

“Nothing — nothing, my Lord!” 

“Such lies, Lucius ...” 

The soft voice seemed to hiss on even after the cruel 
mouth had stopped moving.",['Lucius'],['Lucius'],['Lucius Malfoy']
"One or two of the wizards 
barely repressed a shudder as the hissing grew 
louder; something heavy could be heard sliding 
across the floor beneath the table.",[],[],[]
"The huge snake emerged to climb slowly up 
Voldemort’s chair.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"It rose, seemingly endlessly, and 
came to rest across Voldemort’s shoulders: its neck 
the thickness of a man’s thigh; its eyes, with their 
vertical slits for pupils, unblinking.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"Voldemort stroked 





the creature absently with long thin fingers, still 
looking at Lucius Malfoy.","['Voldemort', 'Lucius Malfoy']","['Voldemort', 'Lucius Malfoy']","['Lord Voldemort', 'Lucius Malfoy']"
“Why do the Malfoys look so unhappy with their lot?,['Malfoys'],['Malfoys'],[]
"Is my return, my rise to power, not the very thing they 
professed to desire for so many years?” 

“Of course, my Lord,” said Lucius Malfoy.",['Lucius Malfoy'],['Lucius Malfoy'],['Lucius Malfoy']
"His hand 
shook as he wiped sweat from his upper lip.",[],[],[]
"“We did 
desire it — we do.” 

To Malfoy’s left, his wife made an odd, stiff nod, her 
eyes averted from Voldemort and the snake.","['Malfoy', 'Voldemort']","['Malfoy', 'Voldemort']","['Lucius Malfoy', 'Lord Voldemort']"
"To his 
right, his son, Draco, who had been gazing up at the 
inert body overhead, glanced quickly at Voldemort 
and away again, terrified to make eye contact.","['Draco', 'Voldemort']","['Draco', 'Voldemort']","['Draco Malfoy', 'Lord Voldemort']"
"“My Lord,” said a dark woman halfway down the 
table, her voice constricted with emotion, “it is an 
honor to have you here, in our family’s house.",[],[],[]
"There 
can be no higher pleasure.” 

She sat beside her sister, as unlike her in looks, with 
her dark hair and heavily lidded eyes, as she was in 
bearing and demeanor; where Narcissa sat rigid and 
impassive, Bellatrix leaned toward Voldemort, for 
mere words could not demonstrate her longing for 
closeness.","['Narcissa', 'Bellatrix', 'Voldemort']","['Narcissa', 'Bellatrix', 'Voldemort']","['Narcissa Malfoy', 'Bellatrix Lestrange', 'Lord Voldemort']"
"“No higher pleasure,” repeated Voldemort, his head 
tilted a little to one side as he considered Bellatrix.","['Voldemort', 'Bellatrix']","['Voldemort', 'Bellatrix']","['Lord Voldemort', 'Bellatrix Lestrange']"
"“That means a great deal, Bellatrix, from you.” 

Her face flooded with color; her eyes welled with tears 
of delight.",['Bellatrix'],['Bellatrix'],['Bellatrix Lestrange']
"“My Lord knows I speak nothing but the truth!” 










“No higher pleasure ... even compared with the happy 
event that, I hear, has taken place in your family this 
week?” 



She stared at him, her lips parted, evidently confused.",[],[],[]
"“I don’t know what you mean, my Lord.” 

“I’m talking about your niece, Bellatrix.",['Bellatrix'],['Bellatrix'],['Bellatrix Lestrange']
"And yours, 
Lucius and Narcissa.","['Lucius', 'Narcissa']","['Lucius', 'Narcissa']","['Lucius Malfoy', 'Narcissa Malfoy']"
"She has just married the 
werewolf, Remus Lupin.",['Remus Lupin'],['Remus Lupin'],['Remus Lupin']
"You must be so proud.” 

There was an eruption of jeering laughter from 
around the table.",[],[],[]
"Many leaned forward to exchange 
gleeful looks; a few thumped the table with their fists.",[],[],[]
"The great snake, disliking the disturbance, opened its 
mouth wide and hissed angrily, but the Death Eaters 
did not hear it, so jubilant were they at Bellatrix and 
the Malfoys’ humiliation.","['Death Eaters', 'Bellatrix', 'Malfoys']","['Death Eaters', 'Bellatrix', 'Malfoys']",['Bellatrix Lestrange']
"Bellatrix’s face, so recently 
flushed with happiness, had turned an ugly, blotchy 
red.",['Bellatrix'],['Bellatrix'],['Bellatrix Lestrange']
"“She is no niece of ours, my Lord,” she cried over the 
outpouring of mirth.",[],[],[]
"“We — Narcissa and I — have 
never set eyes on our sister since she married the 
Mudblood.","['Narcissa', 'Mudblood']","['Narcissa', 'Mudblood']",['Narcissa Malfoy']
"This brat has nothing to do with either of 
us, nor any beast she marries.” 

“What say you, Draco?” asked Voldemort, and though 
his voice was quiet, it carried clearly through the 
catcalls and jeers.","['Draco', 'Voldemort']","['Draco', 'Voldemort']","['Draco Malfoy', 'Lord Voldemort']"
"“Will you babysit the cubs?” 

The hilarity mounted; Draco Malfoy looked in terror at 
his father, who was staring down into his own lap, 
then caught his mother’s eye.",['Draco Malfoy'],['Draco Malfoy'],['Draco Malfoy']
"She shook her head 
almost imperceptibly, then resumed her own deadpan 
stare at the opposite wall.",[],[],[]
"“Enough,” said Voldemort, stroking the angry snake.","['Enough', 'Voldemort']","['Enough', 'Voldemort']",['Lord Voldemort']
"“Enough.” 

And the laughter died at once.",[],[],[]
"“Many of our oldest family trees become a little 
diseased over time,” he said as Bellatrix gazed at him, 
breathless and imploring.",['Bellatrix'],['Bellatrix'],['Bellatrix Lestrange']
"“You must prune yours, 
must you not, to keep it healthy?",[],[],[]
"Cut away those 
parts that threaten the health of the rest.” 

“Yes, my Lord,” whispered Bellatrix, and her eyes 
swam with tears of gratitude again.","['Cut', 'Bellatrix']","['Cut', 'Bellatrix']",['Bellatrix Lestrange']
"“At the first 
chance!” 

“You shall have it,” said Voldemort.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"“And in your 
family, so in the world .",[],[],[]
.,[],[],[]
.,[],[],[]
"we shall cut away the 
canker that infects us until only those of the true 
blood remain.",[],[],[]
"...” 

Voldemort raised Lucius Malfoy’s wand, pointed it 
directly at the slowly revolving figure suspended over 
the table, and gave it a tiny flick.","['Voldemort', 'Lucius Malfoy']","['Voldemort', 'Lucius Malfoy']","['Lord Voldemort', 'Lucius Malfoy']"
"The figure came to 
life with a groan and began to struggle against 
invisible bonds.",[],[],[]
"“Do you recognize our guest, Severus?” asked 
Voldemort.","['Severus', 'Voldemort']","['Severus', 'Voldemort']","['Severus Snape', 'Lord Voldemort']"
Snape raised his eyes to the upside-down face.,['Snape'],['Snape'],['Severus Snape']
"All of 
the Death Eaters were looking up at the captive now, 
as though they had been given permission to show 
curiosity.",['Death Eaters'],['Death Eaters'],[]
"As she revolved to face the firelight, the 
woman said in a cracked and terrified voice, “Severus!",[],[],[]
"Help me!” 

“Ah, yes,” said Snape as the prisoner turned slowly 
away again.",['Snape'],['Snape'],['Severus Snape']
"“And you, Draco?” asked Voldemort, stroking the 
snake’s snout with his wand-free hand.","['Draco', 'Voldemort']","['Draco', 'Voldemort']","['Draco Malfoy', 'Lord Voldemort']"
"Draco shook 
his head jerkily.",['Draco'],['Draco'],['Draco Malfoy']
"Now that the woman had woken, he 
seemed unable to look at her anymore.",[],[],[]
"“But you would not have taken her classes,” said 
Voldemort.",['Voldemort'],['Voldemort'],['Lord Voldemort']
"“For those of you who do not know, we are 
joined here tonight by Charity Burbage who, until 
recently, taught at Hogwarts School of Witchcraft and 
Wizardry.” 

There were small noises of comprehension around the 
table.","['Charity Burbage', 'Hogwarts School', 'Witchcraft']","['Charity Burbage', 'Hogwarts School', 'Witchcraft']",['Charity Burbage']
"A broad, hunched woman with pointed teeth 
cackled.",[],[],[]
“Yes .,[],[],[]
.,[],[],[]
.,[],[],[]
"Professor Burbage taught the children of 
witches and wizards all about Muggles .","['Burbage', 'Muggles']","['Burbage', 'Muggles']",['Charity Burbage']
.,[],[],[]
.,[],[],[]
"how they 
are not so different from us ...” 

One of the Death Eaters spat on the floor.",['Death'],['Death'],[]
"Charity 
Burbage revolved to face Snape again.","['Burbage', 'Snape']","['Burbage', 'Snape']","['Charity Burbage', 'Severus Snape']"
"“Severus ... please ... please ...” 

“Silence,” said Voldemort, with another twitch of 
Malfoy’s wand, and Charity fell silent as if gagged.","['Silence', 'Voldemort', 'Malfoy', 'Charity']","['Silence', 'Voldemort', 'Malfoy', 'Charity']","['Lord Voldemort', 'Draco Malfoy', 'Charity Burbage']"
"“Not content with corrupting and polluting the minds 
of Wizarding children, last week Professor Burbage 
wrote an impassioned defense of Mudbloods in the 
Daily Prophet Wizards, she says, must accept these 
thieves of their knowledge and magic.","['Burbage', 'Daily Prophet Wizards']","['Burbage', 'Daily Prophet Wizards']",['Charity Burbage']
"The dwindling 
of the purebloods is, says Professor Burbage, a most 
desirable circumstance.",['Professor Burbage'],['Burbage'],['Charity Burbage']
"... She would have us all 
mate with Muggles ... or, no doubt, werewolves.",['Muggles'],['Muggles'],[]
"...” 

Nobody laughed this time: There was no mistaking 
the anger and contempt in Voldemort’s voice.","['Nobody', 'Voldemort']","['Nobody', 'Voldemort']",['Lord Voldemort']
"For the 
third time, Charity Burbage revolved to face Snape.","['Charity Burbage', 'Snape']","['Charity Burbage', 'Snape']","['Charity Burbage', 'Severus Snape']"
Tears were pouring from her eyes into her hair.,[],[],[]
"Snape 





looked back at her, quite impassive, as she turned 
slowly away from him again.",['Snape'],['Snape'],['Severus Snape']
"“Avada Kedavra.” 

The flash of green light illuminated every corner of the 
room.",['Avada Kedavra.'],['Avada Kedavra.'],[]
"Charity fell, with a resounding crash, onto the 
table below, which trembled and creaked.",['Charity'],['Charity'],['Charity Burbage']
"Several of 
the Death Eaters leapt back in their chairs.",['Death'],['Death'],[]
"Draco fell 
out of his onto the floor.",['Draco'],['Draco'],['Draco Malfoy']
"“Dinner, Nagini,” said Voldemort softly, and the great 
snake swayed and slithered from his shoulders onto 
the polished wood.","['Dinner', 'Nagini', 'Voldemort']","['Dinner', 'Nagini', 'Voldemort']","['Nagini', 'Lord Voldemort']"
"IN MEMORIAM 

Harry was bleeding.",['Harry'],['Harry'],['Harry Potter']
"Clutching his right hand in his 
left and swearing under his breath, he shouldered 
open his bedroom door.",[],[],[]
"There was a crunch of 
breaking china: He had trodden on a cup of cold tea 
that had been sitting on the floor outside his bedroom 
door.",[],[],[]
"“What the — ?” 

He looked around; the landing of number four, Privet 
Drive, was deserted.",['Privet Drive'],['Privet Drive'],[]
"Possibly the cup of tea was 
Dudley’s idea of a clever booby trap.",['Dudley'],['Dudley'],['Dudley Dursley']
"Keeping his 
bleeding hand elevated, Harry scraped the fragments 
of cup together with the other hand and threw them 
into the already crammed bin just visible inside his 
bedroom door.",['Harry'],['Harry'],['Harry Potter']
"Then he tramped across to the 
bathroom to run his finger under the tap.",[],[],[]
"It was stupid, pointless, irritating beyond belief that 
he still had four days left of being unable to perform 
magic .",[],[],[]
.,[],[],[]
.,[],[],[]
"but he had to admit to himself that this 
jagged cut in his finger would have defeated him.",[],[],[]
"He 




had never learned how to repair wounds, and now he 
came to think of it — particularly in light of his 
immediate plans — this seemed a serious flaw in his 
magical education.",[],[],[]
"Making a mental note to ask 
Hermione how it was done, he used a large wad of 
toilet paper to mop up as much of the tea as he could, 
before returning to his bedroom and slamming the 
door behind him.",['Hermione'],['Hermione'],['Hermione Granger']
"Harry had spent the morning completely emptying his 
school trunk for the first time since he had packed it 
six years ago.",['Harry'],['Harry'],['Harry Potter']
"At the start of the intervening school 
years, he had merely skimmed off the topmost three 
quarters of the contents and replaced or updated 
them, leaving a layer of general debris at the bottom 
— old quills, desiccated beetle eyes, single socks that 
no longer fit.",[],[],[]
"Minutes previously, Harry had plunged 
his hand into this mulch, experienced a stabbing pain 
in the fourth finger of his right hand, and withdrawn 
it to see a lot of blood.",['Harry'],['Harry'],['Harry Potter']
He now proceeded a little more cautiously.,[],[],[]
"Kneeling 
down beside the trunk again, he groped around in the 
bottom and, after retrieving an old badge that 
flickered feebly between Support CEDRIC DIGGORY 
and POTTER STINKS , a cracked and worn-out 
Sneakoscope, and a gold locket inside which a note 
signed R.A.B.","['Support CEDRIC DIGGORY', 'POTTER', 'Sneakoscope']","['Support CEDRIC DIGGORY', 'POTTER', 'Sneakoscope']",[]
"had been hidden, he finally discovered 
the sharp edge that had done the damage.",[],[],[]
"He 
recognized it at once.",[],[],[]
"It was a two-inch-long fragment 
of the enchanted mirror that his dead godfather, 
Sirius, had given him.",['Sirius'],['Sirius'],['Sirius Black']
"Harry laid it aside and felt 
cautiously around the trunk for the rest, but nothing 
more remained of his godfather’s last gift except 
powdered glass, which clung to the deepest layer of 
debris like glittering grit.",['Harry'],['Harry'],['Harry Potter']
"Harry sat up and examined the jagged piece on which 
he had cut himself, seeing nothing but his own bright 





green eye reflected back at him.",['Harry'],['Harry'],['Harry Potter']
"Then he placed the 
fragment on top of that morning’s Daily Prophet, 
which lay unread on the bed, and attempted to stem 
the sudden upsurge of bitter memories, the stabs of 
regret and of longing the discovery of the broken 
mirror had occasioned, by attacking the rest of the 
rubbish in the trunk.",['Daily Prophet'],['Daily Prophet'],[]
"It took another hour to empty it completely, throw 
away the useless items, and sort the remainder in 
piles according to whether or not he would need them 
from now on.",[],[],[]
